post_id,account_a,account_b,account_pair,post_timestamp,gender_a,gender_b,stance_a,stance_b,gender_pair,stance_pair,same_stance,same_gender,opposite_stance,post_classification,post_hashtags_found,post_total_likes,post_publisher_is_verified,post_comments_count,n_comments_seen_a,n_comments_seen_b,n_comments_shared,n_comments_unique_a,n_comments_unique_b,V,T,variation_proportion,n_discordant_pairs,n_rank_pairs,rank_variation_proportion,avg_comment_length_a,avg_comment_length_b,post_age_days,log_post_age_z,log_comments_z,log_likes_z
CfNLkuDPX07,male_neutral,female_neutral,male_neutral_female_neutral,2022-06-24T23:09:57.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolifegeneration;prolifemovement;justicefortheunborn;babieslivesmatter;abolishabortion;endabortion;abortionismurder;postroegeneration;praisejesus,621,False,229,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,104.0,104.0,1492.4823015778124,1.4663444922195967,0.3981408230212425,-0.60490938814786
DZX2v0lO3XE,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-09T17:00:09.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,abortion;women;ttc;explore;fyp,1100,True,61,5,5,5,0,0,0,10,0.0,1.0,10.0,0.1,8.8,8.8,46.73910713336806,-1.29638198401881,-0.40395981533861697,-0.30228396537703917
DTDiXKYkTiB,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-03T16:30:50.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,abortion;exorcist;demonic,2400,True,49,5,5,3,2,2,4,10,0.4,0.0,3.0,0.0,82.4,74.6,203.75946592966434,-0.12803157127857326,-0.5355755466836095,0.11090837299920342
DVgJcUOjBW3,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-05T12:12:11.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,ProLife;AbortionIsChildSacrifice;ProtectTheUnborn;UnbornLivesMatter;EndAbortion,6000,False,301,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,172.6,154.2,142.9390839852199,-0.41083110027517655,0.5647765579220666,0.5963737121311165
DZNaNi8RGW-,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-05T15:40:22.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,downsyndrome;abortion,11500,True,213,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,342.0,266.0,50.79451222596065,-1.2309603611472846,0.35402447838105033,0.9411171124052925
DZQBfCEjkxg,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-06T16:00:38.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,news;youtube;abortion;jesseridgway;family;downsyndrome,175,True,69,5,5,4,1,1,2,10,0.2,2.0,6.0,0.3333333333333333,217.8,160.0,49.78043815188657,-1.2468260483215499,-0.3297052687882891,-1.2739611098827086
DFYZInUS70i,male_neutral,female_neutral,male_neutral_female_neutral,2025-01-28T19:33:04.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,jesus;christ;repent;salvation;christian;methodist;baptist;protestant;catholic;orthodox;catolicos;believe;faith;love;god;evangelical;church;bible;christianity;lettersfromstpaul;abortion;prolife;prochoice;proabortion;abortionrights;womensrights;womenshealth;catholicism;guardianangel;abortionishealthcare,42200,False,1600,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,538.4,538.4,543.6329150037384,0.6569289326890907,1.5853145728656166,1.6300708772741686
CaDX6RAvRHT,male_neutral,female_neutral,male_neutral_female_neutral,2022-02-16T21:08:22.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,10800,True,545,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,48.6,48.6,1620.5667344481828,1.532367114094201,0.927108749906928,0.9078381091254424
DXxbADIpmqv,male_neutral,female_neutral,male_neutral_female_neutral,2026-04-30T22:16:06.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,fyp;abortion;christian;prolife;blowup,1600,False,99,5,5,4,1,1,2,10,0.2,0.0,6.0,0.0,29.8,26.0,86.51969741114583,-0.8100420288397927,-0.11147398003673667,-0.10386172154905561
DZRUX4SJw8b,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-07T04:13:04.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,downsyndrom;disability;abortion,8300,False,972,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,154.0,263.6,49.27180389262732,-1.254903599091849,1.2806138836905263,0.7683192893593056
DYB_BQDDUDE,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-07T08:38:04.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,Gujarat;Surat;Feticide;Ramgopal;Abortion,4100,True,21,5,5,5,0,0,0,10,0.0,3.0,10.0,0.3,112.2,112.2,80.08777611484953,-0.8712899103333132,-1.0378918628780425,0.39462029665898685
DSD_weagWFC,male_neutral,female_neutral,male_neutral_female_neutral,2025-12-10T00:18:32.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,IUD;miscarraige;naturalfamilyplanning;prolife,349,False,40,5,5,3,2,2,4,10,0.4,3.0,3.0,1.0,289.8,217.8,228.43467426299767,-0.03673353485801759,-0.6569976001460971,-0.9096402875035218
DYm0ArxuLlx,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-21T15:56:08.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,christian;ethics;abortion;logic,4100,False,1200,5,5,2,3,3,6,10,0.6,0.0,1.0,0.0,74.2,186.8,65.78356315188657,-1.0270142494158112,1.409423894915562,0.39462029665898685
DVOdzXiCPDt,male_neutral,female_neutral,male_neutral_female_neutral,2026-02-26T15:26:50.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,abortionrights;myvoicemychoice;abortion,2600,True,408,5,5,5,0,0,0,10,0.0,3.0,10.0,0.3,59.8,59.8,149.8039103741088,-0.37344751164870227,0.7503431711348288,0.15331085820342602
CwKqJOEsD7D,male_neutral,female_neutral,male_neutral_female_neutral,2023-08-20T12:33:05.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,fehlgeburt;schwangerschaft;beratung;hebamme;hebammen;abort;spontanabort;kleinegeburt;missedabortion;abortion;komplikationen;frauenkunde;frauen;chrismon;anfänge,194,True,9,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,371.8,371.8,1070.924570096331,1.200227454461889,-1.5203088893667278,-1.219631922193474
DUBzblwEaOd,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-27T20:51:50.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,pregnancy;kids;abortion;fyp;viral,142200,False,9200,5,5,3,2,2,4,10,0.4,0.0,3.0,0.0,55.8,78.0,179.57821592966434,-0.22886968140630884,2.6552453673815837,2.2738655002286174
CdHRH0vBgKh,male_neutral,female_neutral,male_neutral_female_neutral,2022-05-03T23:00:12.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,phoebebridgers;roevwade;abortion;abortionrights;supremecourt,104000,True,1800,5,5,4,1,1,2,10,0.2,0.0,6.0,0.0,159.2,163.4,1544.4890724111458,1.4938102796694954,1.6573375677259305,2.1080721442299177
DX6_VbHpFeY,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-04T15:26:46.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,mifepristone;abortionrights;abortion;women,628,True,114,5,5,5,0,0,0,10,0.0,4.0,10.0,0.4,14.6,14.6,82.8039566704051,-0.8448527129747239,-0.025960743625630077,-0.5989785145672785
DTpyxtvDggj,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-18T13:03:44.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolife;abortion,382,False,8,5,5,4,1,1,2,10,0.2,1.0,6.0,0.16666666666666666,87.8,86.2,188.9032853741088,-0.18846853773931457,-1.5847736394319445,-0.861889884344633
C7wQIb9Ifde,male_neutral,female_neutral,male_neutral_female_neutral,2024-06-03T12:42:14.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,165,False,8,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,26.4,26.4,782.9182159296644,0.9491540837701106,-1.5847736394319445,-1.3049617821964286
DVkOmO_EUCG,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-07T02:14:35.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,america;protest;politics;christian;prolife,758,False,72,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,173.6,173.6,141.35408398521992,-0.4197157250915876,-0.30402950600641704,-0.49941458076931616
DViYXCpiDAZ,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-06T09:01:02.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,gdnonline;bahrain;abortion;health,609,True,46,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,74.4,72.6,142.07182704077547,-0.4156802665288201,-0.5734339646209803,-0.6152336182889419
Ce_7dqtv88e,male_neutral,female_neutral,male_neutral_female_neutral,2022-06-19T19:39:03.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,2300,False,92,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,129.6,129.6,1497.6287599111458,1.469104736718985,-0.1558763023531022,0.08836305992994707
CGlAjScDZcc,male_neutral,female_neutral,male_neutral_female_neutral,2020-10-20T20:10:33.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,prolife;prolifegeneration;prolifemovement;prolifeisprowoman;prolifegen;prochoice;abortion;abortionkills;antiabortion;conservative;conservativewomen;trump2020,314,False,56,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,177.2,177.2,2104.6068849111457,1.7419605722578813,-0.4554060056105534,-0.9654771871249085
DZhPTe6OKQx,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-13T08:44:13.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolife;prolifegeneration;abortion;auspol,5300,True,505,5,5,3,2,2,4,10,0.4,3.0,3.0,1.0,42.0,67.2,43.0835052815162,-1.3603047003902837,0.8805578495099279,0.5306423861926285
DXumE6kj8gv,male_neutral,female_neutral,male_neutral_female_neutral,2026-04-29T19:56:44.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,abortion;abortionishealthcare;abortionoptions,147,False,57,5,5,5,0,0,0,10,0.0,3.0,10.0,0.3,83.4,83.4,87.61647981855324,-0.8000490746612143,-0.4447648812755104,-1.3657882582940182
DNd8kFvR8va,male_neutral,female_neutral,male_neutral_female_neutral,2025-08-17T19:30:00.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,fyp;explore;explorepage;reels;viral;trend;reelsvideo;instamoment;abortion;abortionismurder;abolishabortion;prolife;christian;bible;church;prayer;jesus;jesuschrist;evil;baby;pregnant;mom;motherhood;mother;abortionaccess;plannedparenthood;studentsforlife;liveaction;lilarose;clementine,7700,True,427,5,5,4,1,1,2,10,0.2,0.0,6.0,0.0,240.6,244.8,342.63504463336807,0.2874020492186519,0.7781260450279229,0.7285585879530964
DVCUeN1kWZM,male_neutral,female_neutral,male_neutral_female_neutral,2026-02-21T22:11:58.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,abortion;prolife;conservative;americafirst;christianreels,15800,False,436,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,101.0,181.2,154.52256778151622,-0.3487254527621755,0.7908586271450295,1.1094533274293399
DYe9cn7IkXr,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-18T14:42:22.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,universityconfessions;lusakazambia;trending;viral;abortion,534,False,143,5,5,1,4,4,8,10,0.8,,,,117.4,122.6,68.83479000373843,-0.991167147522363,0.11163262715554559,-0.68476029277694
DT0gmlojLeg,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-22T16:56:53.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,abortion,132,True,10,5,5,4,1,1,2,10,0.2,1.0,6.0,0.16666666666666666,11.2,31.0,184.74137565188659,-0.2062492674237662,-1.461993429524915,-1.4224214922300864
DN-NnRhDigz,male_neutral,female_neutral,male_neutral_female_neutral,2025-08-30T08:15:41.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,cliffeknechtle;abortion;prolife;prochoice;abortiondebate;science;medicine;ethics;tencommandments;life;christianity;apologetics,99200,False,2300,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,194.4,194.4,330.103320096331,0.257593437317562,1.8072416959403093,2.083030233668859
CnewBHcrEHw,male_neutral,female_neutral,male_neutral_female_neutral,2023-01-16T15:06:38.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,21400,True,688,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,119.8,119.8,1286.8179381518867,1.347461154231262,1.0694385214581488,1.2702244531563183
DTljHVElPCA,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-16T21:29:55.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,abortion;abortions;Downssyndrome;disabilities;England,107,False,17,5,5,4,1,1,2,10,0.2,4.0,6.0,0.6666666666666666,75.2,74.8,190.5517691704051,-0.1815333154492573,-1.1606720727850721,-1.532768731614495
DLqgmp4SrFE,male_neutral,female_neutral,male_neutral_female_neutral,2025-07-03T23:33:02.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,886,True,27,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,45.4,45.4,387.4662714852199,0.38579625999549383,-0.8903370448245352,-0.41682385562788105
DYSfbcGvosC,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-13T18:31:13.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,WHO;unborn;humanrights;Abortion;evil,97,False,7,5,5,5,0,0,0,10,0.0,1.0,10.0,0.1,34.6,34.6,73.67586639262731,-0.937387125626805,-1.6568390987561015,-1.58426166931863
DT8IC7rkZkO,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-25T15:56:35.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,america;abortion;prolife;prochoice;christian,726,False,31,5,5,3,2,2,4,10,0.4,0.0,3.0,0.0,111.6,136.2,181.78325065188656,-0.219131042402374,-0.8086359654623563,-0.5222427833416445
DLm8IdxN-0t,male_neutral,female_neutral,male_neutral_female_neutral,2025-07-02T14:26:22.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,abortion;atheism;criticalthinking;philosophy;god;religion;skeptic,1700,False,846,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,112.4,112.4,388.8459011148495,0.38864088824435794,1.1957605602253276,-0.07175254555308956
C-kh223R2jk,male_neutral,female_neutral,male_neutral_female_neutral,2024-08-12T13:00:25.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,elections;politics;usa;america;democraticparty;democrats;democrat;republicanparty;republican;republicans;gop;joebiden;biden;kamalaharris;harris2024;donaldtrump;trump;trump2024;kennedy24;robertfkennedy;economy;abortion;immigration;healthcare;medicare;israel;palestine,1100,True,262,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,12.6,12.6,712.9055886148495,0.8740871603626068,0.4801743388094397,-0.30228396537703917
DT0n5KqCYKO,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-22T18:00:00.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,catholic;prolife;christian;abortion;catholicchurch,41900,False,1100,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,50.2,48.4,184.69754463336807,-0.20643863714066457,1.3562323630279651,1.6262900209247915
Ctb1Cy4S1IX,male_neutral,female_neutral,male_neutral_female_neutral,2023-06-13T15:01:12.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,abortion;atheist;atheism;prolife;prochoice;vaccine,13600,True,265,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,337.0,337.0,1138.8217113000348,1.2495072659356372,0.48711410198237054,1.0299964144962508
DNUuoM1tMXR,male_neutral,female_neutral,male_neutral_female_neutral,2025-08-14T05:36:16.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,christian;prolife;abortion;jesuslovesyou;prolifeforlife,79400,False,1800,5,5,4,1,1,2,10,0.2,0.0,6.0,0.0,239.2,225.0,346.21402611484956,0.2957157910140015,1.6573375677259305,1.9650413729653413
DTQJxT6jsId,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-08T14:04:38.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,ProLife;Catholic;Abortion;Christian;jesus,4500,False,166,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,85.2,105.2,198.86099370744213,-0.1474605692358485,0.20229675939876432,0.44394304628661896
Bk_d81sljyI,male_neutral,female_neutral,male_neutral_female_neutral,2018-07-09T01:00:18.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolifeisprowoman;lovesaveslives;whywemarch;marchforlife;prolife;prolifegen;prolifegeneration;endabortion;feminism,2700,True,37,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,167.6,167.6,2939.4056696333682,2.0099142931519407,-0.7034895185960681,0.17330419057103424
ChK2lFBrqWT,male_neutral,female_neutral,male_neutral_female_neutral,2022-08-12T18:30:48.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,486,True,24,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,323.4,323.4,1443.6761557444793,1.4396847698443351,-0.9596771133304821,-0.7345779596443178
DSH_wO-gM2p,male_neutral,female_neutral,male_neutral_female_neutral,2025-12-11T13:31:34.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,prolifegeneration;viralreels;unpopularopinion;prolife;standingforlife;defendlife;conservative;abortiondebate;womensrights;reproductiverights;abortion;womensupportingwomen;politics,81,False,12,5,5,4,1,1,2,10,0.2,4.0,6.0,0.6666666666666666,7.8,9.2,226.8839566704051,-0.04217520054763278,-1.3597815169507703,-1.678726170964082
C6l9Y1tNIah,male_neutral,female_neutral,male_neutral_female_neutral,2024-05-05T16:14:39.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,secularprolife;abortion,386,False,23,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,52.0,52.0,811.7707043555903,0.9781559946978365,-0.9846540191237141,-0.8563837528750016
DZLovZTvRdp,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-04T23:08:15.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,abortion;conservative;jesseridgway;prolife,25900,False,1200,5,5,4,1,1,2,10,0.2,4.0,6.0,0.6666666666666666,145.8,140.2,51.48348213336806,-1.2203573241481982,1.409423894915562,1.3713641750874612
DGle0UCyMYw,male_neutral,female_neutral,male_neutral_female_neutral,2025-02-27T18:04:15.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,Abortion;AbortionIsHealthCare;NoneOfYourBusiness,515,True,16,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,12.2,12.2,513.6945932444792,0.6115630629299023,-1.195644404111573,-0.7039236505105589
DXKpZ3Lgdrb,male_neutral,female_neutral,male_neutral_female_neutral,2026-04-15T20:51:21.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolife;lgbtq;fyp;conservative;viral,48200,False,1100,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,37.2,88.0,101.5785515778125,-0.6826503407450506,1.3562323630279651,1.7005216118984119
DZu5zJVl7Kd,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-18T15:49:40.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,mybodymychoice;prochoice;sexuelleselbstbestimmung,392,False,13,5,5,4,1,1,2,10,0.2,4.0,6.0,0.6666666666666666,31.6,34.6,37.78805389262732,-1.4629894607098048,-1.314438611471408,-0.8482303553374168
BsWxObmDDdq,male_neutral,female_neutral,male_neutral_female_neutral,2019-01-08T01:51:01.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolifegeneration;uniquefromdayone;marchforlife;princeton;princetonprolife;prolife;prolifegeneration;abortion;bioethics;prolifegen,1000,True,7,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,50.0,50.0,2756.3704497259605,1.9583445325801054,-1.6568390987561015,-0.35274645285043205
C1PfjeuCjBF,male_neutral,female_neutral,male_neutral_female_neutral,2023-12-24T16:13:42.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,11200,True,342,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,178.0,178.0,944.7713640778126,1.0997599028435172,0.6426670630385967,0.9271097675386157
DUojRe0ldQD,male_neutral,female_neutral,male_neutral_female_neutral,2026-02-11T22:00:25.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,abortion;miscarriage;pregnancyloss;pregnancylossawareness;prochoice,49800,True,1300,5,5,4,1,1,2,10,0.2,1.0,6.0,0.16666666666666666,97.4,93.6,164.53058861484953,-0.29868417841875383,1.4583587740330726,1.7178276254176164
DSMkVxLiEm7,male_neutral,female_neutral,male_neutral_female_neutral,2025-12-13T08:08:13.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,prochoice;abortion;abortionrights;mybody;mybodymychoice;mybodymyrules,5700,True,66,5,5,4,1,1,2,10,0.2,0.0,6.0,0.0,5.0,4.8,225.10850528151622,-0.04845113980581876,-0.3565058696039191,0.5691949459824245
CAl7hy0AqeE,male_neutral,female_neutral,male_neutral_female_neutral,2020-05-25T01:37:32.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,justsaying,868,False,349,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,191.8,191.8,2253.3798131518865,1.796740790741465,0.6550280738948289,-0.42768902771517486
DXPZPi6gl-m,male_neutral,female_neutral,male_neutral_female_neutral,2026-04-17T17:05:00.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,abortionclinic;abortion,757,True,28,5,5,2,3,3,6,10,0.6,0.0,1.0,0.0,85.0,50.6,99.7357390778125,-0.6971962713292181,-0.8688664479223827,-0.5001132761727008
DWEXR4WD1ot,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-19T13:45:49.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,Ohio;women;Republicans;abortion;pregnancy,964,False,468,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,159.4,104.2,128.87406083707177,-0.49333698854253333,0.8340977509745195,-0.37215714127441135
DZQ-5HmRv1m,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-07T00:57:30.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,theinclusioneffect;prochoice;disabilityparenting;disabilityrights;abortion,864,False,204,5,5,1,4,4,8,10,0.8,,,,187.2,133.6,49.407614077812504,-1.252738846431209,0.3277357425370214,-0.43013406267130966
CPlXwSVt0aH,male_neutral,female_neutral,male_neutral_female_neutral,2021-06-01T16:15:51.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,4900,False,81,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,78.0,78.0,1880.769871022257,1.6517789953342712,-0.2328960334992245,0.4890636995804379
CfMWkmprLPh,male_neutral,female_neutral,male_neutral_female_neutral,2022-06-24T15:26:49.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,abortionishealthcare;roevwade;mybodymychoice;abortionrights;prochoice,11700,False,62,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,23.8,23.8,1492.803921948183,1.46651726808894,-0.394170018853506,0.9502537991263729
DVaRXWCjlSk,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-03T05:25:58.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolife;christian;abortion,1100,True,338,5,5,4,1,1,2,10,0.2,0.0,6.0,0.0,37.8,48.8,145.2211788926273,-0.3982093060857508,0.6354898637079907,-0.30228396537703917
DZIir9PJrvK,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-03T18:16:54.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,abortion;healthcare,1200,True,18,5,5,4,1,1,2,10,0.2,1.0,6.0,0.16666666666666666,263.8,262.4,52.68580852225694,-1.2021829943932014,-1.1275910852429407,-0.2562114959466784
DXuTapjApfM,male_neutral,female_neutral,male_neutral_female_neutral,2026-04-29T17:13:53.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,politics;america;congress;abortion,462,False,190,5,5,5,0,0,0,10,0.0,3.0,10.0,0.3,143.8,143.8,87.72957009633102,-0.7990257341112417,0.28445563842841737,-0.7613606042725287
DMHsBSDJ-Cu,male_neutral,female_neutral,male_neutral_female_neutral,2025-07-15T07:31:59.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,Prolife;abortion;abortionisnothealthcare;prolifegen,377,False,29,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,132.0,132.0,376.13366731855325,0.3620401173109925,-0.8481238097343407,-0.8688539843818527
DZKXZ2PiQJZ,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-04T11:16:35.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,BBCGlobalWomen;Abortion;Healthcare;RoeVWade,2300,True,30,5,5,4,1,1,2,10,0.2,1.0,6.0,0.16666666666666666,70.2,60.0,51.97769526456018,-1.2128369193573558,-0.8280613819854895,0.08836305992994707
ChS4rdPMfdM,male_neutral,female_neutral,male_neutral_female_neutral,2022-08-15T21:23:04.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,conservative,933,False,51,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,227.2,227.2,1440.5565262830787,1.4379502142833276,-0.5115783836570251,-0.38946122928280164
DXSH1seDmIV,male_neutral,female_neutral,male_neutral_female_neutral,2026-04-18T18:31:35.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,abortion;scotus;civics,164,False,77,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,270.4,379.6,98.67561193122685,-0.7056852621538816,-0.2634948706715107,-1.3081639695021
DP2skEIicIf,male_neutral,female_neutral,male_neutral_female_neutral,2025-10-16T03:16:11.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolifegeneration;prolife;australianpolitics;endabortion;abortion;auspol,30000,True,576,5,5,3,2,2,4,10,0.4,3.0,3.0,1.0,49.4,63.6,283.3113063756713,0.13534050234444547,0.9608970776747002,1.4492413962616995
DY3TAoLMYap,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-28T01:33:19.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,abortion;feminism;northcarolina;lawyer;reproductiverights,739,False,37,5,5,3,2,2,4,10,0.4,2.0,3.0,0.6666666666666666,73.6,92.4,59.38274156085648,-1.1078581417125348,-0.7034895185960681,-0.5128499198438679
